Modified Julian Date,UNIX time,Julian/Gregorian,Common year,Common month,Common day,Imperial era,Era name,Japanese year,Northern Court era name,Northern Court year,Is leap month,Japanese month,Japanese day
-919594,-82959638400,J,-659,2,18,1,神武天皇,1,,,0,1,1
-919583,-82958688000,J,-659,3,1,1,神武天皇,1,,,0,1,12
-919564,-82957046400,J,-659,3,20,1,神武天皇,1,,,0,2,1
-919552,-82956009600,J,-659,4,1,1,神武天皇,1,,,0,2,13
-919535,-82954540800,J,-659,4,18,1,神武天皇,1,,,0,3,1
-919522,-82953417600,J,-659,5,1,1,神武天皇,1,,,0,3,14
-919505,-82951948800,J,-659,5,18,1,神武天皇,1,,,0,4,1
-919491,-82950739200,J,-659,6,1,1,神武天皇,1,,,0,4,15
-919476,-82949443200,J,-659,6,16,1,神武天皇,1,,,0,5,1
-919461,-82948147200,J,-659,7,1,1,神武天皇,1,,,0,5,16
-919446,-82946851200,J,-659,7,16,1,神武天皇,1,,,0,6,1
-919430,-82945468800,J,-659,8,1,1,神武天皇,1,,,0,6,17
-919416,-82944259200,J,-659,8,15,1,神武天皇,1,,,0,7,1
-919399,-82942790400,J,-659,9,1,1,神武天皇,1,,,0,7,18
-919387,-82941753600,J,-659,9,13,1,神武天皇,1,,,0,8,1
-919369,-82940198400,J,-659,10,1,1,神武天皇,1,,,0,8,19
-919357,-82939161600,J,-659,10,13,1,神武天皇,1,,,0,9,1
-919338,-82937520000,J,-659,11,1,1,神武天皇,1,,,0,9,20
-919328,-82936656000,J,-659,11,11,1,神武天皇,1,,,0,10,1
-919308,-82934928000,J,-659,12,1,1,神武天皇,1,,,0,10,21
-919298,-82934064000,J,-659,12,11,1,神武天皇,1,,,0,11,1
-919277,-82932249600,J,-658,1,1,1,神武天皇,1,,,0,11,22
-919269,-82931558400,J,-658,1,9,1,神武天皇,1,,,0,12,1
-919246,-82929571200,J,-658,2,1,1,神武天皇,1,,,0,12,24
-919239,-82928966400,J,-658,2,8,2,神武天皇,2,,,0,1,1
-919218,-82927152000,J,-658,3,1,2,神武天皇,2,,,0,1,22
-919210,-82926460800,J,-658,3,9,2,神武天皇,2,,,0,2,1
-919187,-82924473600,J,-658,4,1,2,神武天皇,2,,,0,2,24
-919180,-82923868800,J,-658,4,8,2,神武天皇,2,,,0,3,1
-919157,-82921881600,J,-658,5,1,2,神武天皇,2,,,0,3,24
-919151,-82921363200,J,-658,5,7,2,神武天皇,2,,,0,4,1
-919126,-82919203200,J,-658,6,1,2,神武天皇,2,,,0,4,26
-919121,-82918771200,J,-658,6,6,2,神武天皇,2,,,0,5,1
-919096,-82916611200,J,-658,7,1,2,神武天皇,2,,,0,5,26
-919092,-82916265600,J,-658,7,5,2,神武天皇,2,,,0,6,1
-919065,-82913932800,J,-658,8,1,2,神武天皇,2,,,0,6,28
-919062,-82913673600,J,-658,8,4,2,神武天皇,2,,,0,7,1
-919034,-82911254400,J,-658,9,1,2,神武天皇,2,,,0,7,29
-919033,-82911168000,J,-658,9,2,2,神武天皇,2,,,0,8,1
-919004,-82908662400,J,-658,10,1,2,神武天皇,2,,,0,8,30
-919003,-82908576000,J,-658,10,2,2,神武天皇,2,,,0,9,1
-918974,-82906070400,J,-658,10,31,2,神武天皇,2,,,0,10,1
-918973,-82905984000,J,-658,11,1,2,神武天皇,2,,,0,10,2
-918944,-82903478400,J,-658,11,30,2,神武天皇,2,,,0,11,1
-918943,-82903392000,J,-658,12,1,2,神武天皇,2,,,0,11,2
-918914,-82900886400,J,-658,12,30,2,神武天皇,2,,,0,12,1
-918912,-82900713600,J,-657,1,1,2,神武天皇,2,,,0,12,3
-918885,-82898380800,J,-657,1,28,3,神武天皇,3,,,0,1,1
-918881,-82898035200,J,-657,2,1,3,神武天皇,3,,,0,1,5
-918855,-82895788800,J,-657,2,27,3,神武天皇,3,,,0,2,1
-918853,-82895616000,J,-657,3,1,3,神武天皇,3,,,0,2,3
-918826,-82893283200,J,-657,3,28,3,神武天皇,3,,,0,3,1
-918822,-82892937600,J,-657,4,1,3,神武天皇,3,,,0,3,5
-918796,-82890691200,J,-657,4,27,3,神武天皇,3,,,1,3,1
-918792,-82890345600,J,-657,5,1,3,神武天皇,3,,,1,3,5
-918767,-82888185600,J,-657,5,26,3,神武天皇,3,,,0,4,1
-918761,-82887667200,J,-657,6,1,3,神武天皇,3,,,0,4,7
-918737,-82885593600,J,-657,6,25,3,神武天皇,3,,,0,5,1
-918731,-82885075200,J,-657,7,1,3,神武天皇,3,,,0,5,7
-918708,-82883088000,J,-657,7,24,3,神武天皇,3,,,0,6,1
-918700,-82882396800,J,-657,8,1,3,神武天皇,3,,,0,6,9
-918678,-82880496000,J,-657,8,23,3,神武天皇,3,,,0,7,1
-918669,-82879718400,J,-657,9,1,3,神武天皇,3,,,0,7,10
-918649,-82877990400,J,-657,9,21,3,神武天皇,3,,,0,8,1
-918639,-82877126400,J,-657,10,1,3,神武天皇,3,,,0,8,11
-918619,-82875398400,J,-657,10,21,3,神武天皇,3,,,0,9,1
-918608,-82874448000,J,-657,11,1,3,神武天皇,3,,,0,9,12
-918590,-82872892800,J,-657,11,19,3,神武天皇,3,,,0,10,1
-918578,-82871856000,J,-657,12,1,3,神武天皇,3,,,0,10,13
-918560,-82870300800,J,-657,12,19,3,神武天皇,3,,,0,11,1
-918547,-82869177600,J,-656,1,1,3,神武天皇,3,,,0,11,14
-918531,-82867795200,J,-656,1,17,3,神武天皇,3,,,0,12,1
-918516,-82866499200,J,-656,2,1,3,神武天皇,3,,,0,12,16
-918501,-82865203200,J,-656,2,16,4,神武天皇,4,,,0,1,1
-918487,-82863993600,J,-656,3,1,4,神武天皇,4,,,0,1,15
-918472,-82862697600,J,-656,3,16,4,神武天皇,4,,,0,2,1
-918456,-82861315200,J,-656,4,1,4,神武天皇,4,,,0,2,17
-918442,-82860105600,J,-656,4,15,4,神武天皇,4,,,0,3,1
-918426,-82858723200,J,-656,5,1,4,神武天皇,4,,,0,3,17
-918412,-82857513600,J,-656,5,15,4,神武天皇,4,,,0,4,1
-918395,-82856044800,J,-656,6,1,4,神武天皇,4,,,0,4,18
-918383,-82855008000,J,-656,6,13,4,神武天皇,4,,,0,5,1
-918365,-82853452800,J,-656,7,1,4,神武天皇,4,,,0,5,19
-918353,-82852416000,J,-656,7,13,4,神武天皇,4,,,0,6,1
-918334,-82850774400,J,-656,8,1,4,神武天皇,4,,,0,6,20
-918324,-82849910400,J,-656,8,11,4,神武天皇,4,,,0,7,1
-918303,-82848096000,J,-656,9,1,4,神武天皇,4,,,0,7,22
-918294,-82847318400,J,-656,9,10,4,神武天皇,4,,,0,8,1
-918273,-82845504000,J,-656,10,1,4,神武天皇,4,,,0,8,22
-918265,-82844812800,J,-656,10,9,4,神武天皇,4,,,0,9,1
-918242,-82842825600,J,-656,11,1,4,神武天皇,4,,,0,9,24
-918235,-82842220800,J,-656,11,8,4,神武天皇,4,,,0,10,1
-918212,-82840233600,J,-656,12,1,4,神武天皇,4,,,0,10,24
-918206,-82839715200,J,-656,12,7,4,神武天皇,4,,,0,11,1
-918181,-82837555200,J,-655,1,1,4,神武天皇,4,,,0,11,26
-918176,-82837123200,J,-655,1,6,4,神武天皇,4,,,0,12,1
-918150,-82834876800,J,-655,2,1,4,神武天皇,4,,,0,12,27
-918147,-82834617600,J,-655,2,4,5,神武天皇,5,,,0,1,1
-918122,-82832457600,J,-655,3,1,5,神武天皇,5,,,0,1,26
-918117,-82832025600,J,-655,3,6,5,神武天皇,5,,,0,2,1
-918091,-82829779200,J,-655,4,1,5,神武天皇,5,,,0,2,27
-918088,-82829520000,J,-655,4,4,5,神武天皇,5,,,0,3,1
-918061,-82827187200,J,-655,5,1,5,神武天皇,5,,,0,3,28
-918058,-82826928000,J,-655,5,4,5,神武天皇,5,,,0,4,1
-918030,-82824508800,J,-655,6,1,5,神武天皇,5,,,0,4,29
-918029,-82824422400,J,-655,6,2,5,神武天皇,5,,,0,5,1
-918000,-82821916800,J,-655,7,1,5,神武天皇,5,,,0,5,30
-917999,-82821830400,J,-655,7,2,5,神武天皇,5,,,0,6,1
-917969,-82819238400,J,-655,8,1,5,神武天皇,5,,,0,7,1
-917940,-82816732800,J,-655,8,30,5,神武天皇,5,,,0,8,1
-917938,-82816560000,J,-655,9,1,5,神武天皇,5,,,0,8,3
-917910,-82814140800,J,-655,9,29,5,神武天皇,5,,,0,9,1
-917908,-82813968000,J,-655,10,1,5,神武天皇,5,,,0,9,3
-917881,-82811635200,J,-655,10,28,5,神武天皇,5,,,0,10,1
-917877,-82811289600,J,-655,11,1,5,神武天皇,5,,,0,10,5
-917851,-82809043200,J,-655,11,27,5,神武天皇,5,,,0,11,1
-917847,-82808697600,J,-655,12,1,5,神武天皇,5,,,0,11,5
-917822,-82806537600,J,-655,12,26,5,神武天皇,5,,,1,11,1
-917816,-82806019200,J,-654,1,1,5,神武天皇,5,,,1,11,7
-917792,-82803945600,J,-654,1,25,5,神武天皇,5,,,0,12,1
-917785,-82803340800,J,-654,2,1,5,神武天皇,5,,,0,12,8
-917763,-82801440000,J,-654,2,23,6,神武天皇,6,,,0,1,1
-917757,-82800921600,J,-654,3,1,6,神武天皇,6,,,0,1,7
-917733,-82798848000,J,-654,3,25,6,神武天皇,6,,,0,2,1
-917726,-82798243200,J,-654,4,1,6,神武天皇,6,,,0,2,8
-917704,-82796342400,J,-654,4,23,6,神武天皇,6,,,0,3,1
-917696,-82795651200,J,-654,5,1,6,神武天皇,6,,,0,3,9
-917674,-82793750400,J,-654,5,23,6,神武天皇,6,,,0,4,1
-917665,-82792972800,J,-654,6,1,6,神武天皇,6,,,0,4,10
-917645,-82791244800,J,-654,6,21,6,神武天皇,6,,,0,5,1
-917635,-82790380800,J,-654,7,1,6,神武天皇,6,,,0,5,11
-917615,-82788652800,J,-654,7,21,6,神武天皇,6,,,0,6,1
-917604,-82787702400,J,-654,8,1,6,神武天皇,6,,,0,6,12
-917586,-82786147200,J,-654,8,19,6,神武天皇,6,,,0,7,1
-917573,-82785024000,J,-654,9,1,6,神武天皇,6,,,0,7,14
-917556,-82783555200,J,-654,9,18,6,神武天皇,6,,,0,8,1
-917543,-82782432000,J,-654,10,1,6,神武天皇,6,,,0,8,14
-917527,-82781049600,J,-654,10,17,6,神武天皇,6,,,0,9,1
-917512,-82779753600,J,-654,11,1,6,神武天皇,6,,,0,9,16
-917497,-82778457600,J,-654,11,16,6,神武天皇,6,,,0,10,1
-917482,-82777161600,J,-654,12,1,6,神武天皇,6,,,0,10,16
-917467,-82775865600,J,-654,12,16,6,神武天皇,6,,,0,11,1
-917451,-82774483200,J,-653,1,1,6,神武天皇,6,,,0,11,17
-917438,-82773360000,J,-653,1,14,6,神武天皇,6,,,0,12,1
-917420,-82771804800,J,-653,2,1,6,神武天皇,6,,,0,12,19
-917408,-82770768000,J,-653,2,13,7,神武天皇,7,,,0,1,1
-917392,-82769385600,J,-653,3,1,7,神武天皇,7,,,0,1,17
-917379,-82768262400,J,-653,3,14,7,神武天皇,7,,,0,2,1
-917361,-82766707200,J,-653,4,1,7,神武天皇,7,,,0,2,19
-917349,-82765670400,J,-653,4,13,7,神武天皇,7,,,0,3,1
-917331,-82764115200,J,-653,5,1,7,神武天皇,7,,,0,3,19
-917320,-82763164800,J,-653,5,12,7,神武天皇,7,,,0,4,1
-917300,-82761436800,J,-653,6,1,7,神武天皇,7,,,0,4,21
-917290,-82760572800,J,-653,6,11,7,神武天皇,7,,,0,5,1
-917270,-82758844800,J,-653,7,1,7,神武天皇,7,,,0,5,21
-917261,-82758067200,J,-653,7,10,7,神武天皇,7,,,0,6,1
-917239,-82756166400,J,-653,8,1,7,神武天皇,7,,,0,6,23
-917231,-82755475200,J,-653,8,9,7,神武天皇,7,,,0,7,1
-917208,-82753488000,J,-653,9,1,7,神武天皇,7,,,0,7,24
-917202,-82752969600,J,-653,9,7,7,神武天皇,7,,,0,8,1
-917178,-82750896000,J,-653,10,1,7,神武天皇,7,,,0,8,25
-917172,-82750377600,J,-653,10,7,7,神武天皇,7,,,0,9,1
-917147,-82748217600,J,-653,11,1,7,神武天皇,7,,,0,9,26
-917143,-82747872000,J,-653,11,5,7,神武天皇,7,,,0,10,1
-917117,-82745625600,J,-653,12,1,7,神武天皇,7,,,0,10,27
-917113,-82745280000,J,-653,12,5,7,神武天皇,7,,,0,11,1
-917086,-82742947200,J,-652,1,1,7,神武天皇,7,,,0,11,28
-917084,-82742774400,J,-652,1,3,7,神武天皇,7,,,0,12,1
-917055,-82740268800,J,-652,2,1,7,神武天皇,7,,,0,12,30
-917054,-82740182400,J,-652,2,2,8,神武天皇,8,,,0,1,1
-917026,-82737763200,J,-652,3,1,8,神武天皇,8,,,0,1,29
-917025,-82737676800,J,-652,3,2,8,神武天皇,8,,,0,2,1
-916995,-82735084800,J,-652,4,1,8,神武天皇,8,,,0,3,1
-916965,-82732492800,J,-652,5,1,8,神武天皇,8,,,0,4,1
-916936,-82729987200,J,-652,5,30,8,神武天皇,8,,,0,5,1
-916934,-82729814400,J,-652,6,1,8,神武天皇,8,,,0,5,3
-916906,-82727395200,J,-652,6,29,8,神武天皇,8,,,0,6,1
-916904,-82727222400,J,-652,7,1,8,神武天皇,8,,,0,6,3
-916877,-82724889600,J,-652,7,28,8,神武天皇,8,,,0,7,1
-916873,-82724544000,J,-652,8,1,8,神武天皇,8,,,0,7,5
-916847,-82722297600,J,-652,8,27,8,神武天皇,8,,,0,8,1
-916842,-82721865600,J,-652,9,1,8,神武天皇,8,,,0,8,6
-916818,-82719792000,J,-652,9,25,8,神武天皇,8,,,1,8,1
-916812,-82719273600,J,-652,10,1,8,神武天皇,8,,,1,8,7
-916788,-82717200000,J,-652,10,25,8,神武天皇,8,,,0,9,1
-916781,-82716595200,J,-652,11,1,8,神武天皇,8,,,0,9,8
-916759,-82714694400,J,-652,11,23,8,神武天皇,8,,,0,10,1
-916751,-82714003200,J,-652,12,1,8,神武天皇,8,,,0,10,9
-916729,-82712102400,J,-652,12,23,8,神武天皇,8,,,0,11,1
-916720,-82711324800,J,-651,1,1,8,神武天皇,8,,,0,11,10
-916700,-82709596800,J,-651,1,21,8,神武天皇,8,,,0,12,1
-916689,-82708646400,J,-651,2,1,8,神武天皇,8,,,0,12,12
-916670,-82707004800,J,-651,2,20,9,神武天皇,9,,,0,1,1
-916661,-82706227200,J,-651,3,1,9,神武天皇,9,,,0,1,10
-916641,-82704499200,J,-651,3,21,9,神武天皇,9,,,0,2,1
-916630,-82703548800,J,-651,4,1,9,神武天皇,9,,,0,2,12
-916611,-82701907200,J,-651,4,20,9,神武天皇,9,,,0,3,1
-916600,-82700956800,J,-651,5,1,9,神武天皇,9,,,0,3,12
-916582,-82699401600,J,-651,5,19,9,神武天皇,9,,,0,4,1
-916569,-82698278400,J,-651,6,1,9,神武天皇,9,,,0,4,14
-916552,-82696809600,J,-651,6,18,9,神武天皇,9,,,0,5,1
-916539,-82695686400,J,-651,7,1,9,神武天皇,9,,,0,5,14
-916522,-82694217600,J,-651,7,18,9,神武天皇,9,,,0,6,1
-916508,-82693008000,J,-651,8,1,9,神武天皇,9,,,0,6,15
-916493,-82691712000,J,-651,8,16,9,神武天皇,9,,,0,7,1
-916477,-82690329600,J,-651,9,1,9,神武天皇,9,,,0,7,17
-916463,-82689120000,J,-651,9,15,9,神武天皇,9,,,0,8,1
-916447,-82687737600,J,-651,10,1,9,神武天皇,9,,,0,8,17
-916434,-82686614400,J,-651,10,14,9,神武天皇,9,,,0,9,1
-916416,-82685059200,J,-651,11,1,9,神武天皇,9,,,0,9,19
-916404,-82684022400,J,-651,11,13,9,神武天皇,9,,,0,10,1
-916386,-82682467200,J,-651,12,1,9,神武天皇,9,,,0,10,19
-916375,-82681516800,J,-651,12,12,9,神武天皇,9,,,0,11,1
-916355,-82679788800,J,-650,1,1,9,神武天皇,9,,,0,11,21
-916345,-82678924800,J,-650,1,11,9,神武天皇,9,,,0,12,1
-916324,-82677110400,J,-650,2,1,9,神武天皇,9,,,0,12,22
-916316,-82676419200,J,-650,2,9,10,神武天皇,10,,,0,1,1
-916296,-82674691200,J,-650,3,1,10,神武天皇,10,,,0,1,21
-916286,-82673827200,J,-650,3,11,10,神武天皇,10,,,0,2,1
-916265,-82672012800,J,-650,4,1,10,神武天皇,10,,,0,2,22
-916257,-82671321600,J,-650,4,9,10,神武天皇,10,,,0,3,1
-916235,-82669420800,J,-650,5,1,10,神武天皇,10,,,0,3,23
-916227,-82668729600,J,-650,5,9,10,神武天皇,10,,,0,4,1
-916204,-82666742400,J,-650,6,1,10,神武天皇,10,,,0,4,24
-916198,-82666224000,J,-650,6,7,10,神武天皇,10,,,0,5,1
-916174,-82664150400,J,-650,7,1,10,神武天皇,10,,,0,5,25
-916168,-82663632000,J,-650,7,7,10,神武天皇,10,,,0,6,1
-916143,-82661472000,J,-650,8,1,10,神武天皇,10,,,0,6,26
-916139,-82661126400,J,-650,8,5,10,神武天皇,10,,,0,7,1
-916112,-82658793600,J,-650,9,1,10,神武天皇,10,,,0,7,28
-916109,-82658534400,J,-650,9,4,10,神武天皇,10,,,0,8,1
-916082,-82656201600,J,-650,10,1,10,神武天皇,10,,,0,8,28
-916080,-82656028800,J,-650,10,3,10,神武天皇,10,,,0,9,1
-916051,-82653523200,J,-650,11,1,10,神武天皇,10,,,0,9,30
-916050,-82653436800,J,-650,11,2,10,神武天皇,10,,,0,10,1
-916021,-82650931200,J,-650,12,1,10,神武天皇,10,,,0,10,30
-916020,-82650844800,J,-650,12,2,10,神武天皇,10,,,0,11,1
-915991,-82648339200,J,-650,12,31,10,神武天皇,10,,,0,12,1
-915990,-82648252800,J,-649,1,1,10,神武天皇,10,,,0,12,2
-915961,-82645747200,J,-649,1,30,11,神武天皇,11,,,0,1,1
-915959,-82645574400,J,-649,2,1,11,神武天皇,11,,,0,1,3
-915932,-82643241600,J,-649,2,28,11,神武天皇,11,,,0,2,1
-915931,-82643155200,J,-649,3,1,11,神武天皇,11,,,0,2,2
-915902,-82640649600,J,-649,3,30,11,神武天皇,11,,,0,3,1
-915900,-82640476800,J,-649,4,1,11,神武天皇,11,,,0,3,3
-915873,-82638144000,J,-649,4,28,11,神武天皇,11,,,0,4,1
-915870,-82637884800,J,-649,5,1,11,神武天皇,11,,,0,4,4
-915843,-82635552000,J,-649,5,28,11,神武天皇,11,,,1,4,1
-915839,-82635206400,J,-649,6,1,11,神武天皇,11,,,1,4,5
-915814,-82633046400,J,-649,6,26,11,神武天皇,11,,,0,5,1
-915809,-82632614400,J,-649,7,1,11,神武天皇,11,,,0,5,6
-915784,-82630454400,J,-649,7,26,11,神武天皇,11,,,0,6,1
-915778,-82629936000,J,-649,8,1,11,神武天皇,11,,,0,6,7
-915755,-82627948800,J,-649,8,24,11,神武天皇,11,,,0,7,1
-915747,-82627257600,J,-649,9,1,11,神武天皇,11,,,0,7,9
-915725,-82625356800,J,-649,9,23,11,神武天皇,11,,,0,8,1
-915717,-82624665600,J,-649,10,1,11,神武天皇,11,,,0,8,9
-915696,-82622851200,J,-649,10,22,11,神武天皇,11,,,0,9,1
-915686,-82621987200,J,-649,11,1,11,神武天皇,11,,,0,9,11
-915666,-82620259200,J,-649,11,21,11,神武天皇,11,,,0,10,1
-915656,-82619395200,J,-649,12,1,11,神武天皇,11,,,0,10,11
-915637,-82617753600,J,-649,12,20,11,神武天皇,11,,,0,11,1
-915625,-82616716800,J,-648,1,1,11,神武天皇,11,,,0,11,13
-915607,-82615161600,J,-648,1,19,11,神武天皇,11,,,0,12,1
-915594,-82614038400,J,-648,2,1,11,神武天皇,11,,,0,12,14
-915578,-82612656000,J,-648,2,17,12,神武天皇,12,,,0,1,1
-915565,-82611532800,J,-648,3,1,12,神武天皇,12,,,0,1,14
-915548,-82610064000,J,-648,3,18,12,神武天皇,12,,,0,2,1
-915534,-82608854400,J,-648,4,1,12,神武天皇,12,,,0,2,15
-915518,-82607472000,J,-648,4,17,12,神武天皇,12,,,0,3,1
-915504,-82606262400,J,-648,5,1,12,神武天皇,12,,,0,3,15
-915489,-82604966400,J,-648,5,16,12,神武天皇,12,,,0,4,1
-915473,-82603584000,J,-648,6,1,12,神武天皇,12,,,0,4,17
-915459,-82602374400,J,-648,6,15,12,神武天皇,12,,,0,5,1
-915443,-82600992000,J,-648,7,1,12,神武天皇,12,,,0,5,17
-915430,-82599868800,J,-648,7,14,12,神武天皇,12,,,0,6,1
-915412,-82598313600,J,-648,8,1,12,神武天皇,12,,,0,6,19
-915400,-82597276800,J,-648,8,13,12,神武天皇,12,,,0,7,1
-915381,-82595635200,J,-648,9,1,12,神武天皇,12,,,0,7,20
-915371,-82594771200,J,-648,9,11,12,神武天皇,12,,,0,8,1
-915351,-82593043200,J,-648,10,1,12,神武天皇,12,,,0,8,21
-915341,-82592179200,J,-648,10,11,12,神武天皇,12,,,0,9,1
-915320,-82590364800,J,-648,11,1,12,神武天皇,12,,,0,9,22
-915312,-82589673600,J,-648,11,9,12,神武天皇,12,,,0,10,1
-915290,-82587772800,J,-648,12,1,12,神武天皇,12,,,0,10,23
-915282,-82587081600,J,-648,12,9,12,神武天皇,12,,,0,11,1
-915259,-82585094400,J,-647,1,1,12,神武天皇,12,,,0,11,24
-915253,-82584576000,J,-647,1,7,12,神武天皇,12,,,0,12,1
-915228,-82582416000,J,-647,2,1,12,神武天皇,12,,,0,12,26
-915223,-82581984000,J,-647,2,6,13,神武天皇,13,,,0,1,1
-915200,-82579996800,J,-647,3,1,13,神武天皇,13,,,0,1,24
-915194,-82579478400,J,-647,3,7,13,神武天皇,13,,,0,2,1
-915169,-82577318400,J,-647,4,1,13,神武天皇,13,,,0,2,26
-915164,-82576886400,J,-647,4,6,13,神武天皇,13,,,0,3,1
-915139,-82574726400,J,-647,5,1,13,神武天皇,13,,,0,3,26
-915135,-82574380800,J,-647,5,5,13,神武天皇,13,,,0,4,1
-915108,-82572048000,J,-647,6,1,13,神武天皇,13,,,0,4,28
-915105,-82571788800,J,-647,6,4,13,神武天皇,13,,,0,5,1
-915078,-82569456000,J,-647,7,1,13,神武天皇,13,,,0,5,28
-915075,-82569196800,J,-647,7,4,13,神武天皇,13,,,0,6,1
-915047,-82566777600,J,-647,8,1,13,神武天皇,13,,,0,6,29
-915046,-82566691200,J,-647,8,2,13,神武天皇,13,,,0,7,1
-915016,-82564099200,J,-647,9,1,13,神武天皇,13,,,0,8,1
-914987,-82561593600,J,-647,9,30,13,神武天皇,13,,,0,9,1
-914986,-82561507200,J,-647,10,1,13,神武天皇,13,,,0,9,2
-914957,-82559001600,J,-647,10,30,13,神武天皇,13,,,0,10,1
-914955,-82558828800,J,-647,11,1,13,神武天皇,13,,,0,10,3
-914928,-82556496000,J,-647,11,28,13,神武天皇,13,,,0,11,1
-914925,-82556236800,J,-647,12,1,13,神武天皇,13,,,0,11,4
-914898,-82553904000,J,-647,12,28,13,神武天皇,13,,,0,12,1
-914894,-82553558400,J,-646,1,1,13,神武天皇,13,,,0,12,5
-914869,-82551398400,J,-646,1,26,14,神武天皇,14,,,0,1,1
-914863,-82550880000,J,-646,2,1,14,神武天皇,14,,,0,1,7
-914839,-82548806400,J,-646,2,25,14,神武天皇,14,,,1,1,1
-914835,-82548460800,J,-646,3,1,14,神武天皇,14,,,1,1,5
-914810,-82546300800,J,-646,3,26,14,神武天皇,14,,,0,2,1
-914804,-82545782400,J,-646,4,1,14,神武天皇,14,,,0,2,7
-914780,-82543708800,J,-646,4,25,14,神武天皇,14,,,0,3,1
-914774,-82543190400,J,-646,5,1,14,神武天皇,14,,,0,3,7
-914751,-82541203200,J,-646,5,24,14,神武天皇,14,,,0,4,1
-914743,-82540512000,J,-646,6,1,14,神武天皇,14,,,0,4,9
-914721,-82538611200,J,-646,6,23,14,神武天皇,14,,,0,5,1
-914713,-82537920000,J,-646,7,1,14,神武天皇,14,,,0,5,9
-914692,-82536105600,J,-646,7,22,14,神武天皇,14,,,0,6,1
-914682,-82535241600,J,-646,8,1,14,神武天皇,14,,,0,6,11
-914662,-82533513600,J,-646,8,21,14,神武天皇,14,,,0,7,1
-914651,-82532563200,J,-646,9,1,14,神武天皇,14,,,0,7,12
-914633,-82531008000,J,-646,9,19,14,神武天皇,14,,,0,8,1
-914621,-82529971200,J,-646,10,1,14,神武天皇,14,,,0,8,13
-914603,-82528416000,J,-646,10,19,14,神武天皇,14,,,0,9,1
-914590,-82527292800,J,-646,11,1,14,神武天皇,14,,,0,9,14
-914573,-82525824000,J,-646,11,18,14,神武天皇,14,,,0,10,1
-914560,-82524700800,J,-646,12,1,14,神武天皇,14,,,0,10,14
-914544,-82523318400,J,-646,12,17,14,神武天皇,14,,,0,11,1
-914529,-82522022400,J,-645,1,1,14,神武天皇,14,,,0,11,16
-914514,-82520726400,J,-645,1,16,14,神武天皇,14,,,0,12,1
-914498,-82519344000,J,-645,2,1,14,神武天皇,14,,,0,12,17
-914485,-82518220800,J,-645,2,14,15,神武天皇,15,,,0,1,1
-914470,-82516924800,J,-645,3,1,15,神武天皇,15,,,0,1,16
-914455,-82515628800,J,-645,3,16,15,神武天皇,15,,,0,2,1
-914439,-82514246400,J,-645,4,1,15,神武天皇,15,,,0,2,17
-914426,-82513123200,J,-645,4,14,15,神武天皇,15,,,0,3,1
-914409,-82511654400,J,-645,5,1,15,神武天皇,15,,,0,3,18
-914396,-82510531200,J,-645,5,14,15,神武天皇,15,,,0,4,1
-914378,-82508976000,J,-645,6,1,15,神武天皇,15,,,0,4,19
-914367,-82508025600,J,-645,6,12,15,神武天皇,15,,,0,5,1
-914348,-82506384000,J,-645,7,1,15,神武天皇,15,,,0,5,20
-914337,-82505433600,J,-645,7,12,15,神武天皇,15,,,0,6,1
-914317,-82503705600,J,-645,8,1,15,神武天皇,15,,,0,6,21
-914308,-82502928000,J,-645,8,10,15,神武天皇,15,,,0,7,1
-914286,-82501027200,J,-645,9,1,15,神武天皇,15,,,0,7,23
-914278,-82500336000,J,-645,9,9,15,神武天皇,15,,,0,8,1
-914256,-82498435200,J,-645,10,1,15,神武天皇,15,,,0,8,23
-914249,-82497830400,J,-645,10,8,15,神武天皇,15,,,0,9,1
-914225,-82495756800,J,-645,11,1,15,神武天皇,15,,,0,9,25
-914219,-82495238400,J,-645,11,7,15,神武天皇,15,,,0,10,1
-914195,-82493164800,J,-645,12,1,15,神武天皇,15,,,0,10,25
-914190,-82492732800,J,-645,12,6,15,神武天皇,15,,,0,11,1
-914164,-82490486400,J,-644,1,1,15,神武天皇,15,,,0,11,27
-914160,-82490140800,J,-644,1,5,15,神武天皇,15,,,0,12,1
-914133,-82487808000,J,-644,2,1,15,神武天皇,15,,,0,12,28
-914131,-82487635200,J,-644,2,3,16,神武天皇,16,,,0,1,1
-914104,-82485302400,J,-644,3,1,16,神武天皇,16,,,0,1,28
-914101,-82485043200,J,-644,3,4,16,神武天皇,16,,,0,2,1
-914073,-82482624000,J,-644,4,1,16,神武天皇,16,,,0,2,29
-914071,-82482451200,J,-644,4,3,16,神武天皇,16,,,0,3,1
-914043,-82480032000,J,-644,5,1,16,神武天皇,16,,,0,3,29
-914042,-82479945600,J,-644,5,2,16,神武天皇,16,,,0,4,1
-914012,-82477353600,J,-644,6,1,16,神武天皇,16,,,0,5,1
-913983,-82474848000,J,-644,6,30,16,神武天皇,16,,,0,6,1
-913982,-82474761600,J,-644,7,1,16,神武天皇,16,,,0,6,2
-913953,-82472256000,J,-644,7,30,16,神武天皇,16,,,0,7,1
-913951,-82472083200,J,-644,8,1,16,神武天皇,16,,,0,7,3
-913924,-82469750400,J,-644,8,28,16,神武天皇,16,,,0,8,1
-913920,-82469404800,J,-644,9,1,16,神武天皇,16,,,0,8,5
-913894,-82467158400,J,-644,9,27,16,神武天皇,16,,,0,9,1
