Modified Julian Date,UNIX time,Julian/Gregorian,Common year,Common month,Common day,Imperial era,Era name,Japanese year,Northern Court era name,Northern Court year,Is leap month,Japanese month,Japanese day
-829852,-75205929600,J,-414,11,1,246,孝昭天皇,61,,,0,9,29
-829850,-75205756800,J,-414,11,3,246,孝昭天皇,61,,,0,10,1
-829822,-75203337600,J,-414,12,1,246,孝昭天皇,61,,,0,10,29
-829821,-75203251200,J,-414,12,2,246,孝昭天皇,61,,,0,11,1
-829791,-75200659200,J,-413,1,1,246,孝昭天皇,61,,,0,12,1
-829762,-75198153600,J,-413,1,30,247,孝昭天皇,62,,,0,1,1
-829760,-75197980800,J,-413,2,1,247,孝昭天皇,62,,,0,1,3
-829732,-75195561600,J,-413,3,1,247,孝昭天皇,62,,,0,2,1
-829703,-75193056000,J,-413,3,30,247,孝昭天皇,62,,,0,3,1
-829701,-75192883200,J,-413,4,1,247,孝昭天皇,62,,,0,3,3
-829673,-75190464000,J,-413,4,29,247,孝昭天皇,62,,,0,4,1
-829671,-75190291200,J,-413,5,1,247,孝昭天皇,62,,,0,4,3
-829643,-75187872000,J,-413,5,29,247,孝昭天皇,62,,,0,5,1
-829640,-75187612800,J,-413,6,1,247,孝昭天皇,62,,,0,5,4
-829614,-75185366400,J,-413,6,27,247,孝昭天皇,62,,,0,6,1
-829610,-75185020800,J,-413,7,1,247,孝昭天皇,62,,,0,6,5
-829584,-75182774400,J,-413,7,27,247,孝昭天皇,62,,,1,6,1
-829579,-75182342400,J,-413,8,1,247,孝昭天皇,62,,,1,6,6
-829555,-75180268800,J,-413,8,25,247,孝昭天皇,62,,,0,7,1
-829548,-75179664000,J,-413,9,1,247,孝昭天皇,62,,,0,7,8
-829525,-75177676800,J,-413,9,24,247,孝昭天皇,62,,,0,8,1
-829518,-75177072000,J,-413,10,1,247,孝昭天皇,62,,,0,8,8
-829496,-75175171200,J,-413,10,23,247,孝昭天皇,62,,,0,9,1
-829487,-75174393600,J,-413,11,1,247,孝昭天皇,62,,,0,9,10
-829466,-75172579200,J,-413,11,22,247,孝昭天皇,62,,,0,10,1
-829457,-75171801600,J,-413,12,1,247,孝昭天皇,62,,,0,10,10
-829437,-75170073600,J,-413,12,21,247,孝昭天皇,62,,,0,11,1
-829426,-75169123200,J,-412,1,1,247,孝昭天皇,62,,,0,11,12
-829407,-75167481600,J,-412,1,20,247,孝昭天皇,62,,,0,12,1
-829395,-75166444800,J,-412,2,1,247,孝昭天皇,62,,,0,12,13
-829378,-75164976000,J,-412,2,18,248,孝昭天皇,63,,,0,1,1
-829366,-75163939200,J,-412,3,1,248,孝昭天皇,63,,,0,1,13
-829348,-75162384000,J,-412,3,19,248,孝昭天皇,63,,,0,2,1
-829335,-75161260800,J,-412,4,1,248,孝昭天皇,63,,,0,2,14
-829319,-75159878400,J,-412,4,17,248,孝昭天皇,63,,,0,3,1
-829305,-75158668800,J,-412,5,1,248,孝昭天皇,63,,,0,3,15
-829289,-75157286400,J,-412,5,17,248,孝昭天皇,63,,,0,4,1
-829274,-75155990400,J,-412,6,1,248,孝昭天皇,63,,,0,4,16
-829260,-75154780800,J,-412,6,15,248,孝昭天皇,63,,,0,5,1
-829244,-75153398400,J,-412,7,1,248,孝昭天皇,63,,,0,5,17
-829230,-75152188800,J,-412,7,15,248,孝昭天皇,63,,,0,6,1
-829213,-75150720000,J,-412,8,1,248,孝昭天皇,63,,,0,6,18
-829201,-75149683200,J,-412,8,13,248,孝昭天皇,63,,,0,7,1
-829182,-75148041600,J,-412,9,1,248,孝昭天皇,63,,,0,7,20
-829171,-75147091200,J,-412,9,12,248,孝昭天皇,63,,,0,8,1
-829152,-75145449600,J,-412,10,1,248,孝昭天皇,63,,,0,8,20
-829141,-75144499200,J,-412,10,12,248,孝昭天皇,63,,,0,9,1
-829121,-75142771200,J,-412,11,1,248,孝昭天皇,63,,,0,9,21
-829112,-75141993600,J,-412,11,10,248,孝昭天皇,63,,,0,10,1
-829091,-75140179200,J,-412,12,1,248,孝昭天皇,63,,,0,10,22
-829082,-75139401600,J,-412,12,10,248,孝昭天皇,63,,,0,11,1
-829060,-75137500800,J,-411,1,1,248,孝昭天皇,63,,,0,11,23
-829053,-75136896000,J,-411,1,8,248,孝昭天皇,63,,,0,12,1
-829029,-75134822400,J,-411,2,1,248,孝昭天皇,63,,,0,12,25
-829023,-75134304000,J,-411,2,7,249,孝昭天皇,64,,,0,1,1
-829001,-75132403200,J,-411,3,1,249,孝昭天皇,64,,,0,1,23
-828994,-75131798400,J,-411,3,8,249,孝昭天皇,64,,,0,2,1
-828970,-75129724800,J,-411,4,1,249,孝昭天皇,64,,,0,2,25
-828964,-75129206400,J,-411,4,7,249,孝昭天皇,64,,,0,3,1
-828940,-75127132800,J,-411,5,1,249,孝昭天皇,64,,,0,3,25
-828935,-75126700800,J,-411,5,6,249,孝昭天皇,64,,,0,4,1
-828909,-75124454400,J,-411,6,1,249,孝昭天皇,64,,,0,4,27
-828905,-75124108800,J,-411,6,5,249,孝昭天皇,64,,,0,5,1
-828879,-75121862400,J,-411,7,1,249,孝昭天皇,64,,,0,5,27
-828876,-75121603200,J,-411,7,4,249,孝昭天皇,64,,,0,6,1
-828848,-75119184000,J,-411,8,1,249,孝昭天皇,64,,,0,6,29
-828846,-75119011200,J,-411,8,3,249,孝昭天皇,64,,,0,7,1
-828817,-75116505600,J,-411,9,1,249,孝昭天皇,64,,,0,8,1
-828787,-75113913600,J,-411,10,1,249,孝昭天皇,64,,,0,9,1
-828758,-75111408000,J,-411,10,30,249,孝昭天皇,64,,,0,10,1
-828756,-75111235200,J,-411,11,1,249,孝昭天皇,64,,,0,10,3
-828728,-75108816000,J,-411,11,29,249,孝昭天皇,64,,,0,11,1
-828726,-75108643200,J,-411,12,1,249,孝昭天皇,64,,,0,11,3
-828699,-75106310400,J,-411,12,28,249,孝昭天皇,64,,,0,12,1
-828695,-75105964800,J,-410,1,1,249,孝昭天皇,64,,,0,12,5
-828669,-75103718400,J,-410,1,27,250,孝昭天皇,65,,,0,1,1
-828664,-75103286400,J,-410,2,1,250,孝昭天皇,65,,,0,1,6
-828639,-75101126400,J,-410,2,26,250,孝昭天皇,65,,,0,2,1
-828636,-75100867200,J,-410,3,1,250,孝昭天皇,65,,,0,2,4
-828610,-75098620800,J,-410,3,27,250,孝昭天皇,65,,,0,3,1
-828605,-75098188800,J,-410,4,1,250,孝昭天皇,65,,,0,3,6
-828580,-75096028800,J,-410,4,26,250,孝昭天皇,65,,,1,3,1
-828575,-75095596800,J,-410,5,1,250,孝昭天皇,65,,,1,3,6
-828551,-75093523200,J,-410,5,25,250,孝昭天皇,65,,,0,4,1
-828544,-75092918400,J,-410,6,1,250,孝昭天皇,65,,,0,4,8
-828521,-75090931200,J,-410,6,24,250,孝昭天皇,65,,,0,5,1
-828514,-75090326400,J,-410,7,1,250,孝昭天皇,65,,,0,5,8
-828492,-75088425600,J,-410,7,23,250,孝昭天皇,65,,,0,6,1
-828483,-75087648000,J,-410,8,1,250,孝昭天皇,65,,,0,6,10
-828462,-75085833600,J,-410,8,22,250,孝昭天皇,65,,,0,7,1
-828452,-75084969600,J,-410,9,1,250,孝昭天皇,65,,,0,7,11
-828433,-75083328000,J,-410,9,20,250,孝昭天皇,65,,,0,8,1
-828422,-75082377600,J,-410,10,1,250,孝昭天皇,65,,,0,8,12
-828403,-75080736000,J,-410,10,20,250,孝昭天皇,65,,,0,9,1
-828391,-75079699200,J,-410,11,1,250,孝昭天皇,65,,,0,9,13
-828374,-75078230400,J,-410,11,18,250,孝昭天皇,65,,,0,10,1
-828361,-75077107200,J,-410,12,1,250,孝昭天皇,65,,,0,10,14
-828344,-75075638400,J,-410,12,18,250,孝昭天皇,65,,,0,11,1
-828330,-75074428800,J,-409,1,1,250,孝昭天皇,65,,,0,11,15
-828315,-75073132800,J,-409,1,16,250,孝昭天皇,65,,,0,12,1
-828299,-75071750400,J,-409,2,1,250,孝昭天皇,65,,,0,12,17
-828285,-75070540800,J,-409,2,15,251,孝昭天皇,66,,,0,1,1
-828271,-75069331200,J,-409,3,1,251,孝昭天皇,66,,,0,1,15
-828256,-75068035200,J,-409,3,16,251,孝昭天皇,66,,,0,2,1
-828240,-75066652800,J,-409,4,1,251,孝昭天皇,66,,,0,2,17
-828226,-75065443200,J,-409,4,15,251,孝昭天皇,66,,,0,3,1
-828210,-75064060800,J,-409,5,1,251,孝昭天皇,66,,,0,3,17
-828196,-75062851200,J,-409,5,15,251,孝昭天皇,66,,,0,4,1
-828179,-75061382400,J,-409,6,1,251,孝昭天皇,66,,,0,4,18
-828167,-75060345600,J,-409,6,13,251,孝昭天皇,66,,,0,5,1
-828149,-75058790400,J,-409,7,1,251,孝昭天皇,66,,,0,5,19
-828137,-75057753600,J,-409,7,13,251,孝昭天皇,66,,,0,6,1
-828118,-75056112000,J,-409,8,1,251,孝昭天皇,66,,,0,6,20
-828108,-75055248000,J,-409,8,11,251,孝昭天皇,66,,,0,7,1
-828087,-75053433600,J,-409,9,1,251,孝昭天皇,66,,,0,7,22
-828078,-75052656000,J,-409,9,10,251,孝昭天皇,66,,,0,8,1
-828057,-75050841600,J,-409,10,1,251,孝昭天皇,66,,,0,8,22
-828049,-75050150400,J,-409,10,9,251,孝昭天皇,66,,,0,9,1
-828026,-75048163200,J,-409,11,1,251,孝昭天皇,66,,,0,9,24
-828019,-75047558400,J,-409,11,8,251,孝昭天皇,66,,,0,10,1
-827996,-75045571200,J,-409,12,1,251,孝昭天皇,66,,,0,10,24
-827990,-75045052800,J,-409,12,7,251,孝昭天皇,66,,,0,11,1
-827965,-75042892800,J,-408,1,1,251,孝昭天皇,66,,,0,11,26
-827960,-75042460800,J,-408,1,6,251,孝昭天皇,66,,,0,12,1
-827934,-75040214400,J,-408,2,1,251,孝昭天皇,66,,,0,12,27
-827931,-75039955200,J,-408,2,4,252,孝昭天皇,67,,,0,1,1
-827905,-75037708800,J,-408,3,1,252,孝昭天皇,67,,,0,1,27
-827901,-75037363200,J,-408,3,5,252,孝昭天皇,67,,,0,2,1
-827874,-75035030400,J,-408,4,1,252,孝昭天皇,67,,,0,2,28
-827872,-75034857600,J,-408,4,3,252,孝昭天皇,67,,,0,3,1
-827844,-75032438400,J,-408,5,1,252,孝昭天皇,67,,,0,3,29
-827842,-75032265600,J,-408,5,3,252,孝昭天皇,67,,,0,4,1
-827813,-75029760000,J,-408,6,1,252,孝昭天皇,67,,,0,5,1
-827783,-75027168000,J,-408,7,1,252,孝昭天皇,67,,,0,6,1
-827754,-75024662400,J,-408,7,30,252,孝昭天皇,67,,,0,7,1
-827752,-75024489600,J,-408,8,1,252,孝昭天皇,67,,,0,7,3
-827724,-75022070400,J,-408,8,29,252,孝昭天皇,67,,,0,8,1
-827721,-75021811200,J,-408,9,1,252,孝昭天皇,67,,,0,8,4
-827694,-75019478400,J,-408,9,28,252,孝昭天皇,67,,,0,9,1
-827691,-75019219200,J,-408,10,1,252,孝昭天皇,67,,,0,9,4
-827665,-75016972800,J,-408,10,27,252,孝昭天皇,67,,,0,10,1
-827660,-75016540800,J,-408,11,1,252,孝昭天皇,67,,,0,10,6
-827635,-75014380800,J,-408,11,26,252,孝昭天皇,67,,,0,11,1
-827630,-75013948800,J,-408,12,1,252,孝昭天皇,67,,,0,11,6
-827606,-75011875200,J,-408,12,25,252,孝昭天皇,67,,,0,12,1
-827599,-75011270400,J,-407,1,1,252,孝昭天皇,67,,,0,12,8
-827576,-75009283200,J,-407,1,24,252,孝昭天皇,67,,,1,12,1
-827568,-75008592000,J,-407,2,1,252,孝昭天皇,67,,,1,12,9
-827547,-75006777600,J,-407,2,22,253,孝昭天皇,68,,,0,1,1
-827540,-75006172800,J,-407,3,1,253,孝昭天皇,68,,,0,1,8
-827517,-75004185600,J,-407,3,24,253,孝昭天皇,68,,,0,2,1
-827509,-75003494400,J,-407,4,1,253,孝昭天皇,68,,,0,2,9
-827488,-75001680000,J,-407,4,22,253,孝昭天皇,68,,,0,3,1
-827479,-75000902400,J,-407,5,1,253,孝昭天皇,68,,,0,3,10
-827458,-74999088000,J,-407,5,22,253,孝昭天皇,68,,,0,4,1
-827448,-74998224000,J,-407,6,1,253,孝昭天皇,68,,,0,4,11
-827429,-74996582400,J,-407,6,20,253,孝昭天皇,68,,,0,5,1
-827418,-74995632000,J,-407,7,1,253,孝昭天皇,68,,,0,5,12
-827399,-74993990400,J,-407,7,20,253,孝昭天皇,68,,,0,6,1
-827387,-74992953600,J,-407,8,1,253,孝昭天皇,68,,,0,6,13
-827370,-74991484800,J,-407,8,18,253,孝昭天皇,68,,,0,7,1
-827356,-74990275200,J,-407,9,1,253,孝昭天皇,68,,,0,7,15
-827340,-74988892800,J,-407,9,17,253,孝昭天皇,68,,,0,8,1
-827326,-74987683200,J,-407,10,1,253,孝昭天皇,68,,,0,8,15
-827311,-74986387200,J,-407,10,16,253,孝昭天皇,68,,,0,9,1
-827295,-74985004800,J,-407,11,1,253,孝昭天皇,68,,,0,9,17
-827281,-74983795200,J,-407,11,15,253,孝昭天皇,68,,,0,10,1
-827265,-74982412800,J,-407,12,1,253,孝昭天皇,68,,,0,10,17
-827252,-74981289600,J,-407,12,14,253,孝昭天皇,68,,,0,11,1
-827234,-74979734400,J,-406,1,1,253,孝昭天皇,68,,,0,11,19
-827222,-74978697600,J,-406,1,13,253,孝昭天皇,68,,,0,12,1
-827203,-74977056000,J,-406,2,1,253,孝昭天皇,68,,,0,12,20
-827192,-74976105600,J,-406,2,12,254,孝昭天皇,69,,,0,1,1
-827175,-74974636800,J,-406,3,1,254,孝昭天皇,69,,,0,1,18
-827163,-74973600000,J,-406,3,13,254,孝昭天皇,69,,,0,2,1
-827144,-74971958400,J,-406,4,1,254,孝昭天皇,69,,,0,2,20
-827133,-74971008000,J,-406,4,12,254,孝昭天皇,69,,,0,3,1
-827114,-74969366400,J,-406,5,1,254,孝昭天皇,69,,,0,3,20
-827104,-74968502400,J,-406,5,11,254,孝昭天皇,69,,,0,4,1
-827083,-74966688000,J,-406,6,1,254,孝昭天皇,69,,,0,4,22
-827074,-74965910400,J,-406,6,10,254,孝昭天皇,69,,,0,5,1
-827053,-74964096000,J,-406,7,1,254,孝昭天皇,69,,,0,5,22
-827045,-74963404800,J,-406,7,9,254,孝昭天皇,69,,,0,6,1
-827022,-74961417600,J,-406,8,1,254,孝昭天皇,69,,,0,6,24
-827015,-74960812800,J,-406,8,8,254,孝昭天皇,69,,,0,7,1
-826991,-74958739200,J,-406,9,1,254,孝昭天皇,69,,,0,7,25
-826986,-74958307200,J,-406,9,6,254,孝昭天皇,69,,,0,8,1
-826961,-74956147200,J,-406,10,1,254,孝昭天皇,69,,,0,8,26
-826956,-74955715200,J,-406,10,6,254,孝昭天皇,69,,,0,9,1
-826930,-74953468800,J,-406,11,1,254,孝昭天皇,69,,,0,9,27
-826927,-74953209600,J,-406,11,4,254,孝昭天皇,69,,,0,10,1
-826900,-74950876800,J,-406,12,1,254,孝昭天皇,69,,,0,10,28
-826897,-74950617600,J,-406,12,4,254,孝昭天皇,69,,,0,11,1
-826869,-74948198400,J,-405,1,1,254,孝昭天皇,69,,,0,11,29
-826868,-74948112000,J,-405,1,2,254,孝昭天皇,69,,,0,12,1
-826838,-74945520000,J,-405,2,1,255,孝昭天皇,70,,,0,1,1
-826810,-74943100800,J,-405,3,1,255,孝昭天皇,70,,,0,1,29
-826809,-74943014400,J,-405,3,2,255,孝昭天皇,70,,,0,2,1
-826779,-74940422400,J,-405,4,1,255,孝昭天皇,70,,,0,3,1
-826749,-74937830400,J,-405,5,1,255,孝昭天皇,70,,,0,4,1
-826720,-74935324800,J,-405,5,30,255,孝昭天皇,70,,,0,5,1
-826718,-74935152000,J,-405,6,1,255,孝昭天皇,70,,,0,5,3
-826690,-74932732800,J,-405,6,29,255,孝昭天皇,70,,,0,6,1
-826688,-74932560000,J,-405,7,1,255,孝昭天皇,70,,,0,6,3
-826661,-74930227200,J,-405,7,28,255,孝昭天皇,70,,,0,7,1
-826657,-74929881600,J,-405,8,1,255,孝昭天皇,70,,,0,7,5
-826631,-74927635200,J,-405,8,27,255,孝昭天皇,70,,,0,8,1
-826626,-74927203200,J,-405,9,1,255,孝昭天皇,70,,,0,8,6
-826602,-74925129600,J,-405,9,25,255,孝昭天皇,70,,,0,9,1
-826596,-74924611200,J,-405,10,1,255,孝昭天皇,70,,,0,9,7
-826572,-74922537600,J,-405,10,25,255,孝昭天皇,70,,,1,9,1
-826565,-74921932800,J,-405,11,1,255,孝昭天皇,70,,,1,9,8
-826543,-74920032000,J,-405,11,23,255,孝昭天皇,70,,,0,10,1
-826535,-74919340800,J,-405,12,1,255,孝昭天皇,70,,,0,10,9
-826513,-74917440000,J,-405,12,23,255,孝昭天皇,70,,,0,11,1
-826504,-74916662400,J,-404,1,1,255,孝昭天皇,70,,,0,11,10
-826484,-74914934400,J,-404,1,21,255,孝昭天皇,70,,,0,12,1
-826473,-74913984000,J,-404,2,1,255,孝昭天皇,70,,,0,12,12
-826454,-74912342400,J,-404,2,20,256,孝昭天皇,71,,,0,1,1
-826444,-74911478400,J,-404,3,1,256,孝昭天皇,71,,,0,1,11
-826425,-74909836800,J,-404,3,20,256,孝昭天皇,71,,,0,2,1
-826413,-74908800000,J,-404,4,1,256,孝昭天皇,71,,,0,2,13
-826395,-74907244800,J,-404,4,19,256,孝昭天皇,71,,,0,3,1
-826383,-74906208000,J,-404,5,1,256,孝昭天皇,71,,,0,3,13
-826366,-74904739200,J,-404,5,18,256,孝昭天皇,71,,,0,4,1
-826352,-74903529600,J,-404,6,1,256,孝昭天皇,71,,,0,4,15
-826336,-74902147200,J,-404,6,17,256,孝昭天皇,71,,,0,5,1
-826322,-74900937600,J,-404,7,1,256,孝昭天皇,71,,,0,5,15
-826307,-74899641600,J,-404,7,16,256,孝昭天皇,71,,,0,6,1
-826291,-74898259200,J,-404,8,1,256,孝昭天皇,71,,,0,6,17
-826277,-74897049600,J,-404,8,15,256,孝昭天皇,71,,,0,7,1
-826260,-74895580800,J,-404,9,1,256,孝昭天皇,71,,,0,7,18
-826247,-74894457600,J,-404,9,14,256,孝昭天皇,71,,,0,8,1
-826230,-74892988800,J,-404,10,1,256,孝昭天皇,71,,,0,8,18
-826218,-74891952000,J,-404,10,13,256,孝昭天皇,71,,,0,9,1
-826199,-74890310400,J,-404,11,1,256,孝昭天皇,71,,,0,9,20
-826188,-74889360000,J,-404,11,12,256,孝昭天皇,71,,,0,10,1
-826169,-74887718400,J,-404,12,1,256,孝昭天皇,71,,,0,10,20
-826159,-74886854400,J,-404,12,11,256,孝昭天皇,71,,,0,11,1
-826138,-74885040000,J,-403,1,1,256,孝昭天皇,71,,,0,11,22
-826129,-74884262400,J,-403,1,10,256,孝昭天皇,71,,,0,12,1
-826107,-74882361600,J,-403,2,1,256,孝昭天皇,71,,,0,12,23
-826100,-74881756800,J,-403,2,8,257,孝昭天皇,72,,,0,1,1
-826079,-74879942400,J,-403,3,1,257,孝昭天皇,72,,,0,1,22
-826070,-74879164800,J,-403,3,10,257,孝昭天皇,72,,,0,2,1
-826048,-74877264000,J,-403,4,1,257,孝昭天皇,72,,,0,2,23
-826041,-74876659200,J,-403,4,8,257,孝昭天皇,72,,,0,3,1
-826018,-74874672000,J,-403,5,1,257,孝昭天皇,72,,,0,3,24
-826011,-74874067200,J,-403,5,8,257,孝昭天皇,72,,,0,4,1
-825987,-74871993600,J,-403,6,1,257,孝昭天皇,72,,,0,4,25
-825982,-74871561600,J,-403,6,6,257,孝昭天皇,72,,,0,5,1
-825957,-74869401600,J,-403,7,1,257,孝昭天皇,72,,,0,5,26
-825952,-74868969600,J,-403,7,6,257,孝昭天皇,72,,,0,6,1
-825926,-74866723200,J,-403,8,1,257,孝昭天皇,72,,,0,6,27
-825923,-74866464000,J,-403,8,4,257,孝昭天皇,72,,,0,7,1
-825895,-74864044800,J,-403,9,1,257,孝昭天皇,72,,,0,7,29
-825893,-74863872000,J,-403,9,3,257,孝昭天皇,72,,,0,8,1
-825865,-74861452800,J,-403,10,1,257,孝昭天皇,72,,,0,8,29
-825864,-74861366400,J,-403,10,2,257,孝昭天皇,72,,,0,9,1
-825834,-74858774400,J,-403,11,1,257,孝昭天皇,72,,,0,10,1
-825805,-74856268800,J,-403,11,30,257,孝昭天皇,72,,,0,11,1
-825804,-74856182400,J,-403,12,1,257,孝昭天皇,72,,,0,11,2
-825775,-74853676800,J,-403,12,30,257,孝昭天皇,72,,,0,12,1
-825773,-74853504000,J,-402,1,1,257,孝昭天皇,72,,,0,12,3
-825745,-74851084800,J,-402,1,29,258,孝昭天皇,73,,,0,1,1
-825742,-74850825600,J,-402,2,1,258,孝昭天皇,73,,,0,1,4
-825716,-74848579200,J,-402,2,27,258,孝昭天皇,73,,,0,2,1
-825714,-74848406400,J,-402,3,1,258,孝昭天皇,73,,,0,2,3
-825686,-74845987200,J,-402,3,29,258,孝昭天皇,73,,,0,3,1
-825683,-74845728000,J,-402,4,1,258,孝昭天皇,73,,,0,3,4
-825657,-74843481600,J,-402,4,27,258,孝昭天皇,73,,,0,4,1
-825653,-74843136000,J,-402,5,1,258,孝昭天皇,73,,,0,4,5
-825627,-74840889600,J,-402,5,27,258,孝昭天皇,73,,,0,5,1
-825622,-74840457600,J,-402,6,1,258,孝昭天皇,73,,,0,5,6
-825598,-74838384000,J,-402,6,25,258,孝昭天皇,73,,,1,5,1
-825592,-74837865600,J,-402,7,1,258,孝昭天皇,73,,,1,5,7
-825568,-74835792000,J,-402,7,25,258,孝昭天皇,73,,,0,6,1
-825561,-74835187200,J,-402,8,1,258,孝昭天皇,73,,,0,6,8
-825539,-74833286400,J,-402,8,23,258,孝昭天皇,73,,,0,7,1
-825530,-74832508800,J,-402,9,1,258,孝昭天皇,73,,,0,7,10
-825509,-74830694400,J,-402,9,22,258,孝昭天皇,73,,,0,8,1
-825500,-74829916800,J,-402,10,1,258,孝昭天皇,73,,,0,8,10
-825480,-74828188800,J,-402,10,21,258,孝昭天皇,73,,,0,9,1
-825469,-74827238400,J,-402,11,1,258,孝昭天皇,73,,,0,9,12
-825450,-74825596800,J,-402,11,20,258,孝昭天皇,73,,,0,10,1
-825439,-74824646400,J,-402,12,1,258,孝昭天皇,73,,,0,10,12
-825421,-74823091200,J,-402,12,19,258,孝昭天皇,73,,,0,11,1
-825408,-74821968000,J,-401,1,1,258,孝昭天皇,73,,,0,11,14
-825391,-74820499200,J,-401,1,18,258,孝昭天皇,73,,,0,12,1
-825377,-74819289600,J,-401,2,1,258,孝昭天皇,73,,,0,12,15
-825362,-74817993600,J,-401,2,16,259,孝昭天皇,74,,,0,1,1
-825349,-74816870400,J,-401,3,1,259,孝昭天皇,74,,,0,1,14
-825332,-74815401600,J,-401,3,18,259,孝昭天皇,74,,,0,2,1
-825318,-74814192000,J,-401,4,1,259,孝昭天皇,74,,,0,2,15
-825302,-74812809600,J,-401,4,17,259,孝昭天皇,74,,,0,3,1
-825288,-74811600000,J,-401,5,1,259,孝昭天皇,74,,,0,3,15
-825273,-74810304000,J,-401,5,16,259,孝昭天皇,74,,,0,4,1
-825257,-74808921600,J,-401,6,1,259,孝昭天皇,74,,,0,4,17
-825243,-74807712000,J,-401,6,15,259,孝昭天皇,74,,,0,5,1
-825227,-74806329600,J,-401,7,1,259,孝昭天皇,74,,,0,5,17
-825214,-74805206400,J,-401,7,14,259,孝昭天皇,74,,,0,6,1
-825196,-74803651200,J,-401,8,1,259,孝昭天皇,74,,,0,6,19
-825184,-74802614400,J,-401,8,13,259,孝昭天皇,74,,,0,7,1
-825165,-74800972800,J,-401,9,1,259,孝昭天皇,74,,,0,7,20
-825155,-74800108800,J,-401,9,11,259,孝昭天皇,74,,,0,8,1
-825135,-74798380800,J,-401,10,1,259,孝昭天皇,74,,,0,8,21
-825125,-74797516800,J,-401,10,11,259,孝昭天皇,74,,,0,9,1
-825104,-74795702400,J,-401,11,1,259,孝昭天皇,74,,,0,9,22
-825096,-74795011200,J,-401,11,9,259,孝昭天皇,74,,,0,10,1
-825074,-74793110400,J,-401,12,1,259,孝昭天皇,74,,,0,10,23
-825066,-74792419200,J,-401,12,9,259,孝昭天皇,74,,,0,11,1
-825043,-74790432000,J,-400,1,1,259,孝昭天皇,74,,,0,11,24
-825037,-74789913600,J,-400,1,7,259,孝昭天皇,74,,,0,12,1
-825012,-74787753600,J,-400,2,1,259,孝昭天皇,74,,,0,12,26
-825007,-74787321600,J,-400,2,6,260,孝昭天皇,75,,,0,1,1
-824983,-74785248000,J,-400,3,1,260,孝昭天皇,75,,,0,1,25
-824978,-74784816000,J,-400,3,6,260,孝昭天皇,75,,,0,2,1
-824952,-74782569600,J,-400,4,1,260,孝昭天皇,75,,,0,2,27
-824948,-74782224000,J,-400,4,5,260,孝昭天皇,75,,,0,3,1
-824922,-74779977600,J,-400,5,1,260,孝昭天皇,75,,,0,3,27
-824919,-74779718400,J,-400,5,4,260,孝昭天皇,75,,,0,4,1
-824891,-74777299200,J,-400,6,1,260,孝昭天皇,75,,,0,4,29
-824889,-74777126400,J,-400,6,3,260,孝昭天皇,75,,,0,5,1
-824861,-74774707200,J,-400,7,1,260,孝昭天皇,75,,,0,5,29
-824860,-74774620800,J,-400,7,2,260,孝昭天皇,75,,,0,6,1
-824830,-74772028800,J,-400,8,1,260,孝昭天皇,75,,,0,7,1
-824800,-74769436800,J,-400,8,31,260,孝昭天皇,75,,,0,8,1
-824799,-74769350400,J,-400,9,1,260,孝昭天皇,75,,,0,8,2
-824771,-74766931200,J,-400,9,29,260,孝昭天皇,75,,,0,9,1
-824769,-74766758400,J,-400,10,1,260,孝昭天皇,75,,,0,9,3
-824741,-74764339200,J,-400,10,29,260,孝昭天皇,75,,,0,10,1
-824738,-74764080000,J,-400,11,1,260,孝昭天皇,75,,,0,10,4
-824712,-74761833600,J,-400,11,27,260,孝昭天皇,75,,,0,11,1
-824708,-74761488000,J,-400,12,1,260,孝昭天皇,75,,,0,11,5
-824682,-74759241600,J,-400,12,27,260,孝昭天皇,75,,,0,12,1
-824677,-74758809600,J,-399,1,1,260,孝昭天皇,75,,,0,12,6
-824653,-74756736000,J,-399,1,25,261,孝昭天皇,76,,,0,1,1
-824646,-74756131200,J,-399,2,1,261,孝昭天皇,76,,,0,1,8
-824623,-74754144000,J,-399,2,24,261,孝昭天皇,76,,,1,1,1
-824618,-74753712000,J,-399,3,1,261,孝昭天皇,76,,,1,1,6
-824594,-74751638400,J,-399,3,25,261,孝昭天皇,76,,,0,2,1
-824587,-74751033600,J,-399,4,1,261,孝昭天皇,76,,,0,2,8
-824564,-74749046400,J,-399,4,24,261,孝昭天皇,76,,,0,3,1
-824557,-74748441600,J,-399,5,1,261,孝昭天皇,76,,,0,3,8
-824535,-74746540800,J,-399,5,23,261,孝昭天皇,76,,,0,4,1
-824526,-74745763200,J,-399,6,1,261,孝昭天皇,76,,,0,4,10
-824505,-74743948800,J,-399,6,22,261,孝昭天皇,76,,,0,5,1
-824496,-74743171200,J,-399,7,1,261,孝昭天皇,76,,,0,5,10
-824476,-74741443200,J,-399,7,21,261,孝昭天皇,76,,,0,6,1
-824465,-74740492800,J,-399,8,1,261,孝昭天皇,76,,,0,6,12
-824446,-74738851200,J,-399,8,20,261,孝昭天皇,76,,,0,7,1
-824434,-74737814400,J,-399,9,1,261,孝昭天皇,76,,,0,7,13
-824417,-74736345600,J,-399,9,18,261,孝昭天皇,76,,,0,8,1
-824404,-74735222400,J,-399,10,1,261,孝昭天皇,76,,,0,8,14
-824387,-74733753600,J,-399,10,18,261,孝昭天皇,76,,,0,9,1
-824373,-74732544000,J,-399,11,1,261,孝昭天皇,76,,,0,9,15
